Tiro N,Color,Coordenada X,Coordenada Y,Valor Pixel
2120,Blanco,196,42,255
2121,Blanco,31,205,255
2122,Blanco,39,136,255
2123,Blanco,161,192,255
2124,Blanco,196,81,255
2125,Blanco,164,40,255
2126,No blanco,103,50,162
2127,Blanco,57,6,255
2128,Blanco,50,11,255
2129,Blanco,203,224,255
2130,Blanco,117,4,255
2131,Blanco,69,102,255
2132,Blanco,43,150,255
2133,Blanco,25,200,255
2134,No blanco,99,122,162
2135,No blanco,107,116,162
2136,Blanco,128,19,255
2137,Blanco,208,143,255
2138,No blanco,71,145,162
2139,Blanco,55,178,255
2140,No blanco,179,47,162
2141,Blanco,205,65,255
2142,Blanco,119,40,255
2143,Blanco,24,132,255
2144,Blanco,139,25,255
2145,Blanco,216,182,255
2146,Blanco,173,28,255
2147,Blanco,23,139,255
2148,No blanco,99,50,162
2149,Blanco,193,11,255
2150,Blanco,220,162,255
2151,Blanco,215,161,255
2152,Blanco,14,58,255
2153,No blanco,180,64,162
2154,No blanco,154,152,162
2155,Blanco,54,3,255
2156,Blanco,73,179,254
2157,No blanco,105,120,162
2158,No blanco,78,183,162
2159,No blanco,140,62,162
2160,No blanco,164,65,162
2161,Blanco,198,66,255
2162,Blanco,139,171,255
2163,Blanco,81,69,255
2164,Blanco,205,129,255
2165,Blanco,172,6,255
2166,Blanco,11,12,255
2167,Blanco,212,35,255
2168,No blanco,128,60,162
2169,Blanco,210,134,255
2170,No blanco,86,101,162
2171,Blanco,95,219,255
2172,No blanco,125,147,162
2173,Blanco,50,178,255
2174,Blanco,192,147,255
2175,Blanco,32,192,255
2176,No blanco,128,107,162
2177,Blanco,20,120,255
2178,Blanco,65,96,255
2179,Blanco,164,52,255
2180,Blanco,22,93,255
2181,Blanco,38,153,255
2182,Blanco,63,14,255
2183,Blanco,221,101,255
2184,Blanco,61,197,255
2185,No blanco,76,181,162
2186,Blanco,152,20,255
2187,Blanco,184,179,255
2188,Blanco,218,30,255
2189,Blanco,193,81,255
2190,Blanco,174,16,255
2191,Blanco,88,217,255
2192,No blanco,132,184,162
2193,Blanco,80,217,255
2194,Blanco,192,18,255
2195,No blanco,172,47,175
2196,Blanco,53,47,255
2197,Blanco,161,62,210
2198,Blanco,180,197,255
2199,Blanco,194,28,255
2200,Blanco,31,40,255
2201,Blanco,147,34,255
2202,Blanco,63,209,255
2203,Blanco,209,214,255
2204,Blanco,87,160,255
2205,No blanco,140,66,162
2206,Blanco,56,47,255
2207,Blanco,127,221,255
2208,Blanco,218,44,255
2209,Blanco,77,159,255
2210,Blanco,56,51,255
2211,No blanco,173,70,162
2212,No blanco,133,147,162
2213,No blanco,172,159,162
2214,Blanco,84,26,255
2215,Blanco,144,170,255
2216,Blanco,208,207,255
2217,Blanco,98,4,255
2218,Blanco,114,174,255
2219,No blanco,60,122,162
2220,Blanco,110,215,255
2221,Blanco,44,220,255
2222,Blanco,24,150,255
2223,Blanco,2,31,255
2224,Blanco,128,8,255
2225,No blanco,181,166,160
2226,Blanco,66,19,255
2227,Blanco,121,23,255
2228,Blanco,170,27,255
2229,Blanco,147,7,255
2230,Blanco,185,192,255
2231,Blanco,54,89,255
2232,No blanco,142,128,162
2233,No blanco,132,91,162
2234,Blanco,157,35,255
2235,No blanco,73,127,162
2236,Blanco,22,179,255
2237,No blanco,157,166,162
2238,Blanco,80,199,255
2239,Blanco,79,70,255
2240,Blanco,216,205,255
2241,Blanco,17,133,255
2242,No blanco,118,146,162
2243,No blanco,160,116,162
2244,Blanco,121,28,255
2245,Blanco,187,204,255
2246,No blanco,118,74,162
2247,Blanco,212,132,255
2248,No blanco,50,122,162
2249,Blanco,42,10,255
2250,Blanco,144,11,255
2251,Blanco,1,162,255
2252,Blanco,31,180,255
2253,Blanco,221,155,255
2254,Blanco,2,209,255
2255,Blanco,160,206,255
2256,Blanco,56,178,255
2257,Blanco,170,178,255
2258,No blanco,31,119,159
2259,No blanco,93,168,162
2260,Blanco,207,118,255
2261,Blanco,106,2,255
2262,Blanco,184,79,246
2263,No blanco,115,188,162
2264,Blanco,198,135,255
2265,Blanco,132,214,255
2266,Blanco,140,14,255
2267,No blanco,125,86,162
2268,Blanco,138,49,255
2269,Blanco,17,161,255
2270,Blanco,193,107,255
2271,Blanco,207,33,255
2272,Blanco,106,26,253
2273,No blanco,149,98,162
2274,Blanco,40,82,255
2275,No blanco,178,151,162
2276,Blanco,166,35,255
2277,Blanco,25,106,255
2278,Blanco,45,176,255
2279,Blanco,101,190,255
2280,No blanco,103,133,162
2281,No blanco,77,177,162
2282,No blanco,77,191,162
2283,Blanco,197,168,255
2284,No blanco,86,137,162
2285,Blanco,80,196,253
2286,No blanco,172,156,162
2287,Blanco,77,92,255
2288,Blanco,58,210,255
2289,Blanco,163,2,255
2290,No blanco,117,162,162
2291,Blanco,207,74,255
2292,Blanco,203,90,255
2293,Blanco,64,182,255
2294,Blanco,54,72,255
2295,Blanco,42,181,255
2296,Blanco,159,26,255
2297,Blanco,142,50,255
2298,Blanco,202,205,255
2299,Blanco,221,107,255
2300,No blanco,131,160,162
2301,Blanco,33,127,254
2302,Blanco,17,98,255
2303,Blanco,67,12,255
2304,Blanco,40,104,255
2305,Blanco,15,211,255
2306,No blanco,180,151,162
2307,No blanco,123,108,162
2308,No blanco,80,174,162
2309,Blanco,5,197,255
2310,No blanco,83,111,162
2311,Blanco,18,165,255
2312,Blanco,85,20,255
2313,Blanco,37,103,255
2314,Blanco,80,6,255
2315,Blanco,10,160,255
2316,No blanco,177,96,162
2317,Blanco,33,216,255
2318,No blanco,182,81,158
2319,Blanco,42,92,255
2320,Blanco,196,14,255
2321,Blanco,173,27,255
2322,Blanco,184,15,255
2323,Blanco,4,38,255
2324,Blanco,89,214,255
2325,Blanco,209,133,255
2326,No blanco,112,119,162
2327,Blanco,2,131,255
2328,No blanco,150,84,162
2329,Blanco,97,21,255
2330,Blanco,90,201,255
2331,No blanco,187,147,158
2332,No blanco,149,74,162
2333,Blanco,31,143,255
2334,No blanco,173,74,162
2335,Blanco,194,2,255
2336,Blanco,223,192,255
2337,No blanco,105,101,162
2338,No blanco,146,123,162
2339,Blanco,221,97,255
2340,Blanco,85,1,255
2341,No blanco,161,146,162
2342,Blanco,30,212,255
2343,Blanco,120,208,255
2344,No blanco,77,125,162
2345,Blanco,45,70,255
2346,Blanco,73,208,255
2347,No blanco,92,110,162
2348,No blanco,94,146,162
2349,Blanco,99,223,255
2350,Blanco,207,142,255
2351,Blanco,36,84,255
2352,Blanco,181,32,255
2353,Blanco,196,188,255
2354,No blanco,145,158,162
2355,Blanco,11,30,255
2356,Blanco,51,104,255
2357,Blanco,10,158,255
2358,Blanco,101,198,255
2359,Blanco,4,65,255
2360,Blanco,113,47,210
2361,Blanco,221,53,255
2362,Blanco,2,192,255
2363,Blanco,88,46,255
2364,No blanco,107,41,162
2365,Blanco,202,142,255
2366,No blanco,125,151,162
2367,No blanco,143,58,162
2368,Blanco,179,14,255
2369,Blanco,52,196,255
2370,Blanco,213,70,255
2371,Blanco,27,21,255
2372,Blanco,13,132,255
2373,Blanco,3,92,255
2374,Blanco,161,179,254
2375,Blanco,3,93,255
2376,No blanco,159,77,162
2377,Blanco,172,183,255
2378,No blanco,169,58,162
2379,Blanco,160,17,255
2380,No blanco,187,50,162
2381,Blanco,211,1,255
2382,Blanco,28,122,255
2383,Blanco,218,91,255
2384,No blanco,136,148,162
2385,Blanco,224,94,255
2386,Blanco,184,140,253
2387,Blanco,127,31,255
2388,No blanco,145,67,162
2389,Blanco,153,12,255
2390,Blanco,6,165,255
2391,Blanco,24,146,255
2392,Blanco,84,221,255
2393,No blanco,179,119,162
2394,Blanco,54,143,255
2395,No blanco,97,101,162
2396,Blanco,167,208,255
2397,No blanco,181,97,162
2398,Blanco,212,89,255
2399,Blanco,105,175,255
2400,Blanco,46,222,255
2401,No blanco,147,54,157
2402,Blanco,37,86,255
2403,Blanco,169,212,255
2404,Blanco,49,29,255
2405,Blanco,162,58,254
2406,Blanco,174,201,255
2407,Blanco,192,135,255
2408,Blanco,122,34,255
2409,Blanco,23,170,255
2410,Blanco,23,213,255
2411,Blanco,204,41,255
2412,Blanco,77,164,255
2413,Blanco,59,100,255
2414,Blanco,1,73,255
2415,Blanco,196,200,255
2416,No blanco,143,89,162
2417,Blanco,217,167,255
2418,Blanco,167,161,254
2419,Blanco,8,34,255
2420,Blanco,25,171,255
2421,Blanco,204,157,255
2422,No blanco,177,82,162
2423,Blanco,146,220,255
2424,Blanco,36,70,255
2425,No blanco,117,139,162
2426,Blanco,204,101,255
2427,Blanco,149,215,255
2428,No blanco,73,111,162
2429,Blanco,66,82,255
2430,Blanco,208,17,255
2431,Blanco,200,217,255
2432,Blanco,191,44,255
2433,Blanco,60,206,255
2434,No blanco,70,109,162
2435,Blanco,102,204,255
2436,No blanco,156,138,162
2437,Blanco,135,174,255
2438,Blanco,157,55,255
2439,No blanco,162,121,162
2440,No blanco,97,146,162
2441,Blanco,159,176,246
2442,Blanco,32,12,255
2443,Blanco,56,160,255
2444,Blanco,65,162,255
2445,Blanco,10,179,255
2446,Blanco,27,83,255
2447,Blanco,80,216,255
2448,No blanco,191,158,157
2449,Blanco,217,40,255
2450,Blanco,26,40,255
2451,No blanco,184,122,162
2452,Blanco,133,5,255
2453,Blanco,69,224,255
2454,No blanco,37,113,158
2455,Blanco,29,4,255
2456,Blanco,49,207,255
2457,No blanco,93,101,162
2458,Blanco,39,70,255
2459,Blanco,135,41,255
2460,No blanco,109,113,162
2461,Blanco,200,111,255
2462,No blanco,88,97,162
2463,No blanco,127,107,162
2464,Blanco,199,209,255
2465,Blanco,20,143,255
2466,Blanco,206,101,255
2467,Blanco,218,218,255
2468,Blanco,39,172,255
2469,Blanco,183,10,255
2470,Blanco,134,23,255
2471,Blanco,191,203,255
2472,Blanco,168,51,253
2473,Blanco,203,209,255
2474,Blanco,159,222,255
2475,Blanco,191,42,255
2476,Blanco,204,211,255
2477,Blanco,203,126,255
2478,No blanco,102,63,162
2479,Blanco,30,141,255
2480,Blanco,189,132,255
2481,Blanco,169,35,255
2482,Blanco,95,57,254
2483,No blanco,167,140,162
2484,Blanco,75,169,255
2485,Blanco,71,98,255
2486,Blanco,189,184,255
2487,No blanco,157,170,162
2488,Blanco,175,40,255
2489,Blanco,56,161,255
2490,Blanco,38,158,255
2491,Blanco,30,31,255
2492,Blanco,12,108,255
2493,Blanco,129,48,255
2494,Blanco,190,25,255
2495,No blanco,157,147,162
2496,Blanco,121,20,255
2497,Blanco,12,62,255
2498,Blanco,96,221,255
2499,No blanco,90,180,162
2500,Blanco,216,119,255
2501,No blanco,144,125,162
2502,Blanco,64,218,255
2503,Blanco,43,95,255
2504,No blanco,170,95,162
2505,Blanco,218,22,255
2506,No blanco,131,184,162
2507,No blanco,169,90,162
2508,Blanco,82,206,255
2509,Blanco,200,94,255
2510,No blanco,107,164,162
2511,No blanco,178,58,162
2512,No blanco,125,180,162
2513,Blanco,6,3,255
2514,Blanco,55,151,255
2515,Blanco,102,184,255
2516,Blanco,6,201,255
2517,No blanco,162,98,162
2518,No blanco,92,115,162
2519,Blanco,98,212,255
2520,No blanco,169,122,162
2521,Blanco,53,72,255
2522,Blanco,62,165,255
2523,No blanco,91,101,162
2524,No blanco,178,84,162
2525,Blanco,24,123,255
2526,Blanco,58,94,255
2527,No blanco,100,76,162
2528,No blanco,85,188,162
2529,Blanco,88,10,255
2530,No blanco,103,132,162
2531,Blanco,21,165,255
2532,Blanco,52,4,255
2533,Blanco,0,63,255
2534,Blanco,5,198,255
2535,Blanco,216,145,255
2536,Blanco,36,47,255
2537,Blanco,209,147,255
2538,Blanco,204,12,255
2539,Blanco,187,32,255
2540,Blanco,213,67,255
2541,Blanco,136,6,255
2542,Blanco,103,6,255
2543,Blanco,101,194,255
2544,No blanco,165,143,162
2545,Blanco,46,141,255
2546,No blanco,125,94,162
2547,Blanco,193,85,255
2548,Blanco,158,202,255
2549,Blanco,83,50,255
2550,No blanco,170,87,162
2551,Blanco,0,116,255
2552,Blanco,73,188,236
2553,Blanco,71,190,255
2554,Blanco,14,214,255
2555,Blanco,10,56,255
2556,Blanco,33,156,255
2557,Blanco,180,184,255
2558,No blanco,161,67,162
2559,Blanco,145,1,255
2560,No blanco,108,156,162
2561,Blanco,205,70,255
2562,Blanco,52,90,255
2563,Blanco,15,70,255
2564,Blanco,211,88,255
2565,Blanco,221,158,255
2566,Blanco,34,194,255
2567,No blanco,156,144,162
2568,Blanco,104,222,255
2569,Blanco,9,30,255
2570,No blanco,113,60,162
2571,Blanco,50,156,255
2572,Blanco,26,39,255
2573,Blanco,23,197,255
2574,No blanco,129,94,162
2575,Blanco,210,109,255
2576,Blanco,94,207,255
2577,No blanco,148,103,162
2578,Blanco,204,190,255
2579,No blanco,174,155,162
2580,No blanco,116,137,162
2581,No blanco,188,166,162
2582,Blanco,57,200,255
2583,Blanco,43,179,255
2584,Blanco,144,16,255
2585,Blanco,36,215,255
2586,No blanco,143,157,162
2587,Blanco,208,215,255
2588,Blanco,35,30,255
2589,No blanco,130,140,162
2590,No blanco,168,120,162
2591,Blanco,202,24,255
2592,No blanco,177,63,162
2593,No blanco,132,118,162
2594,No blanco,143,103,162
2595,No blanco,86,184,162
2596,Blanco,214,182,255
2597,Blanco,34,156,255
2598,Blanco,6,221,255
2599,Blanco,39,216,255
2600,No blanco,155,130,162
2601,No blanco,75,135,162
2602,Blanco,130,23,255
2603,No blanco,113,147,162
2604,Blanco,16,129,255
2605,No blanco,114,186,162
2606,Blanco,55,181,255
2607,Blanco,189,96,255
2608,Blanco,33,161,255
2609,No blanco,73,147,162
2610,No blanco,72,115,162
2611,Blanco,26,83,255
2612,Blanco,34,189,255
2613,Blanco,7,57,255
2614,Blanco,192,27,255
2615,No blanco,155,165,162
2616,No blanco,123,68,162
2617,Blanco,69,216,255
2618,Blanco,140,15,255
2619,Blanco,208,62,255
2620,Blanco,52,99,255
2621,No blanco,191,112,162
2622,Blanco,34,55,255
2623,Blanco,87,64,255
2624,Blanco,27,53,255
2625,Blanco,221,85,255
2626,Blanco,83,162,255
2627,Blanco,79,42,255
2628,Blanco,136,196,255
2629,Blanco,103,11,255
2630,Blanco,203,51,255
2631,Blanco,15,154,255
2632,Blanco,24,9,255
2633,No blanco,157,127,162
2634,No blanco,185,113,162
2635,Blanco,86,222,255
2636,Blanco,216,31,255
2637,No blanco,146,152,162
2638,Blanco,40,205,255
2639,No blanco,144,150,162
2640,No blanco,72,148,162
2641,Blanco,196,94,255
2642,No blanco,174,72,162
2643,Blanco,144,42,255
2644,No blanco,152,132,162
2645,Blanco,104,16,255
2646,Blanco,95,63,254
2647,No blanco,152,81,162
2648,Blanco,37,157,255
2649,Blanco,81,95,253
2650,No blanco,117,160,162
2651,Blanco,83,61,255
2652,No blanco,68,149,162
2653,Blanco,8,214,255
2654,No blanco,78,180,162
2655,Blanco,137,15,255
2656,No blanco,96,153,162
2657,No blanco,90,84,162
2658,Blanco,208,199,255
2659,Blanco,27,123,255
2660,Blanco,197,6,255
2661,Blanco,219,175,255
2662,No blanco,109,74,162
2663,Blanco,147,171,253
2664,Blanco,110,179,254
2665,Blanco,60,94,255
2666,Blanco,86,221,255
2667,No blanco,119,197,162
2668,No blanco,129,108,162
2669,No blanco,73,145,162
2670,Blanco,26,149,255
2671,Blanco,196,122,255
2672,Blanco,77,88,253
2673,Blanco,45,189,255
2674,Blanco,204,167,255
2675,No blanco,158,142,162
2676,No blanco,166,134,162
2677,Blanco,70,134,246
2678,Blanco,138,176,255
2679,Blanco,157,54,255
2680,Blanco,76,20,255
2681,No blanco,135,157,162
2682,Blanco,222,43,255
2683,Blanco,5,97,255
2684,Blanco,68,93,255
2685,No blanco,180,111,162
2686,No blanco,84,169,158
2687,Blanco,196,105,255
2688,Blanco,205,194,255
2689,Blanco,159,20,255
2690,Blanco,179,204,255
2691,Blanco,128,43,255
2692,Blanco,72,70,255
2693,No blanco,146,68,162
2694,Blanco,214,199,255
2695,Blanco,70,71,255
2696,Blanco,55,180,255
2697,Blanco,30,67,255
2698,Blanco,82,205,255
2699,Blanco,152,24,255
2700,No blanco,79,187,162
2701,Blanco,189,31,255
2702,No blanco,110,81,162
2703,No blanco,101,125,162
2704,Blanco,23,82,255
2705,Blanco,181,17,255
2706,Blanco,1,147,255
2707,Blanco,198,218,255
2708,Blanco,32,177,255
2709,Blanco,208,105,255
2710,Blanco,25,197,255
2711,Blanco,93,194,255
2712,Blanco,11,170,255
2713,Blanco,214,30,255
2714,Blanco,69,17,255
2715,Blanco,76,5,255
2716,Blanco,91,41,254
2717,No blanco,126,122,162
2718,Blanco,140,33,255
2719,Blanco,174,213,255
2720,Blanco,41,27,255
2721,Blanco,12,60,255
2722,No blanco,86,123,162
2723,No blanco,140,125,162
2724,Blanco,124,58,201
2725,Blanco,214,212,255
2726,No blanco,118,192,162
2727,Blanco,73,57,255
2728,Blanco,32,42,255
2729,No blanco,119,100,162
2730,Blanco,162,181,255
2731,Blanco,204,172,255
2732,No blanco,183,78,157
2733,No blanco,123,163,162
2734,Blanco,34,109,255
2735,Blanco,151,35,255
2736,Blanco,130,32,255
2737,Blanco,199,211,255
2738,Blanco,22,187,255
2739,Blanco,57,164,255
2740,Blanco,37,159,255
2741,Blanco,188,41,255
2742,Blanco,177,222,255
2743,No blanco,105,156,162
2744,No blanco,165,99,162
2745,Blanco,60,129,255
2746,Blanco,18,54,255
2747,No blanco,103,84,162
2748,Blanco,35,205,255
2749,Blanco,166,203,255
2750,No blanco,110,112,162
2751,Blanco,8,144,255
2752,Blanco,207,168,255
2753,Blanco,50,98,255
2754,Blanco,0,97,255
2755,Blanco,16,219,255
2756,No blanco,96,104,162
2757,No blanco,33,118,162
2758,Blanco,194,77,255
2759,Blanco,12,222,255
2760,Blanco,87,34,255
2761,Blanco,69,202,255
2762,Blanco,208,66,255
2763,Blanco,3,112,255
2764,Blanco,117,38,255
2765,Blanco,147,206,255
2766,Blanco,141,183,255
2767,Blanco,200,1,255
2768,Blanco,185,209,255
2769,Blanco,96,55,254
2770,No blanco,177,128,162
2771,No blanco,101,29,162
2772,No blanco,48,122,162
2773,Blanco,64,51,255
2774,Blanco,205,139,255
2775,Blanco,57,105,255
2776,Blanco,215,1,255
2777,Blanco,178,33,255
2778,Blanco,75,23,255
2779,Blanco,38,215,255
2780,Blanco,75,198,255
2781,Blanco,139,15,255
2782,Blanco,159,7,255
2783,Blanco,65,178,255
2784,Blanco,40,204,255
2785,Blanco,82,210,255
2786,Blanco,46,129,255
2787,Blanco,221,64,255
2788,No blanco,131,125,162
2789,No blanco,130,190,162
2790,No blanco,87,129,162
2791,Blanco,145,6,255
2792,Blanco,168,196,255
2793,Blanco,158,26,255
2794,Blanco,185,179,255
2795,Blanco,33,220,255
2796,No blanco,49,115,162
2797,Blanco,37,204,255
2798,No blanco,69,148,162
2799,No blanco,134,66,162
2800,Blanco,11,50,255
2801,No blanco,161,109,162
2802,No blanco,134,76,162
2803,No blanco,89,84,162
2804,Blanco,0,0,255
2805,Blanco,40,219,255
2806,Blanco,141,22,255
2807,Blanco,52,213,255
2808,No blanco,127,123,162
2809,Blanco,15,217,255
2810,No blanco,116,163,162
2811,No blanco,112,61,162
2812,No blanco,133,85,162
2813,Blanco,203,214,255
2814,Blanco,14,36,255
2815,No blanco,56,114,162
2816,Blanco,50,25,255
2817,Blanco,192,152,252
2818,Blanco,54,55,255
2819,Blanco,67,45,255
2820,No blanco,38,126,162
2821,Blanco,224,180,255
2822,No blanco,132,64,162
2823,Blanco,48,109,240
2824,Blanco,95,1,255
2825,Blanco,115,172,236
2826,Blanco,29,146,255
2827,Blanco,201,77,255
2828,Blanco,189,65,226
2829,Blanco,221,172,255
2830,Blanco,179,205,255
2831,No blanco,84,142,162
2832,No blanco,62,113,162
2833,Blanco,10,195,255
2834,Blanco,154,193,255
2835,Blanco,210,110,255
2836,Blanco,222,32,255
2837,No blanco,55,121,162
2838,No blanco,117,66,162
2839,Blanco,150,54,253
2840,Blanco,0,158,255
2841,Blanco,9,50,255
2842,No blanco,99,34,162
2843,No blanco,100,60,162
2844,Blanco,203,0,255
2845,Blanco,45,154,255
2846,Blanco,114,171,253
2847,No blanco,174,64,162
2848,No blanco,128,64,162
2849,No blanco,130,63,162
2850,No blanco,131,78,162
2851,Blanco,11,209,255
2852,Blanco,101,197,255
2853,Blanco,164,167,255
2854,No blanco,176,62,162
2855,Blanco,68,52,255
2856,Blanco,57,186,255
2857,Blanco,181,177,255
2858,No blanco,53,115,162
2859,Blanco,107,195,255
2860,Blanco,28,91,255
2861,Blanco,219,132,255
2862,No blanco,149,155,162
2863,Blanco,128,9,255
2864,Blanco,208,121,255
2865,Blanco,167,218,255
2866,Blanco,24,5,255
2867,No blanco,104,51,162
2868,Blanco,184,2,255
2869,No blanco,166,86,162
2870,Blanco,201,60,255
2871,No blanco,109,151,162
2872,Blanco,126,205,255
2873,Blanco,56,216,255
2874,Blanco,224,198,255
2875,Blanco,111,11,255
2876,Blanco,42,85,255
2877,Blanco,187,186,255
2878,Blanco,138,216,255
2879,No blanco,90,78,162
2880,No blanco,39,122,162
2881,Blanco,111,23,255
2882,Blanco,125,205,255
2883,Blanco,56,5,255
2884,No blanco,187,165,162
2885,Blanco,6,188,255
2886,Blanco,29,174,255
2887,No blanco,166,123,162
2888,No blanco,60,115,162
2889,Blanco,69,21,255
2890,Blanco,2,116,255
2891,Blanco,157,189,255
2892,Blanco,195,70,255
2893,Blanco,24,17,255
2894,Blanco,203,61,255
2895,Blanco,152,2,255
2896,Blanco,7,156,255
2897,No blanco,89,80,162
2898,Blanco,164,31,255
2899,Blanco,24,206,255
2900,Blanco,109,217,255
2901,Blanco,12,204,255
2902,Blanco,181,180,255
2903,Blanco,99,22,253
2904,No blanco,192,155,162
2905,No blanco,140,96,162
2906,No blanco,150,124,162
2907,Blanco,71,61,255
2908,Blanco,97,187,255
2909,Blanco,31,166,255
2910,Blanco,192,100,255
2911,Blanco,206,157,255
2912,Blanco,213,190,255
2913,Blanco,92,58,255
2914,Blanco,38,189,255
2915,Blanco,217,48,255
2916,No blanco,101,117,162
2917,Blanco,88,20,255
2918,Blanco,80,33,255
2919,Blanco,20,34,255
2920,No blanco,133,113,162
2921,No blanco,183,62,162
2922,No blanco,79,76,158
2923,Blanco,74,81,253
2924,Blanco,202,173,255
2925,Blanco,22,120,255
2926,Blanco,53,154,255
2927,No blanco,110,84,162
2928,Blanco,125,12,255
2929,No blanco,68,156,189
2930,Blanco,50,212,255
2931,Blanco,47,150,255
2932,Blanco,23,206,255
2933,Blanco,22,174,255
2934,Blanco,124,202,255
2935,Blanco,34,128,254
2936,Blanco,195,43,255
2937,Blanco,195,147,255
2938,Blanco,10,49,255
2939,Blanco,203,159,255
2940,Blanco,218,214,255
2941,Blanco,38,180,255
2942,Blanco,108,4,255
2943,Blanco,170,13,255
2944,Blanco,57,129,255
2945,Blanco,155,189,255
2946,No blanco,159,134,162
2947,Blanco,48,179,255
2948,Blanco,31,195,255
2949,No blanco,141,155,162
2950,Blanco,4,144,255
2951,Blanco,47,7,255
2952,Blanco,88,205,255
2953,Blanco,156,11,255
2954,No blanco,69,111,162
2955,Blanco,213,141,255
2956,No blanco,112,149,162
2957,No blanco,173,72,162
2958,Blanco,25,136,255
2959,Blanco,179,11,255
2960,No blanco,106,53,162
2961,Blanco,41,56,255
2962,Blanco,10,150,255
2963,Blanco,202,129,255
2964,Blanco,70,175,255
2965,Blanco,202,68,255
2966,Blanco,13,189,255
2967,Blanco,213,45,255
2968,Blanco,163,22,255
2969,Blanco,163,47,255
2970,No blanco,96,144,162
2971,No blanco,114,138,162
2972,Blanco,29,149,255
2973,Blanco,4,124,255
2974,Blanco,26,111,255
2975,Blanco,184,173,255
2976,No blanco,183,79,164
2977,Blanco,72,92,255
2978,Blanco,60,210,255
2979,Blanco,204,145,255
2980,No blanco,103,129,162
2981,Blanco,104,181,255
2982,No blanco,67,148,162
2983,No blanco,162,137,162
2984,Blanco,116,30,255
2985,Blanco,7,7,255
2986,Blanco,44,83,255
2987,Blanco,171,15,255
2988,Blanco,211,152,255
2989,Blanco,27,90,255
2990,Blanco,10,217,255
2991,No blanco,163,146,162
2992,Blanco,143,187,255
2993,No blanco,155,91,162
2994,Blanco,43,71,255
2995,No blanco,134,155,162
2996,Blanco,146,217,255
2997,No blanco,99,103,162
2998,Blanco,92,202,255
2999,Blanco,51,60,255
3000,Blanco,24,178,255
3001,Blanco,65,207,255
3002,No blanco,140,95,162
3003,Blanco,61,167,255
3004,No blanco,94,130,162
3005,Blanco,222,107,255
3006,No blanco,118,126,162
3007,Blanco,67,201,255
3008,No blanco,94,152,162
3009,Blanco,57,22,255
3010,Blanco,31,63,255
3011,Blanco,107,217,255
3012,Blanco,68,198,255
3013,Blanco,192,171,255
3014,No blanco,153,146,162
3015,Blanco,165,205,255
3016,No blanco,118,72,162
3017,No blanco,141,122,162
3018,No blanco,138,154,162
3019,Blanco,30,61,255
3020,Blanco,44,202,255
3021,Blanco,154,220,255
3022,No blanco,172,79,162
3023,Blanco,77,21,255
3024,No blanco,82,97,163
3025,Blanco,170,42,255
3026,No blanco,132,173,159
3027,Blanco,46,17,255
3028,No blanco,117,179,158
3029,Blanco,199,158,255
3030,No blanco,31,117,158
3031,Blanco,144,1,255
3032,Blanco,29,163,255
3033,Blanco,46,98,255
3034,Blanco,155,40,255
3035,Blanco,85,198,255
3036,Blanco,74,163,255
3037,No blanco,94,98,162
3038,Blanco,214,59,255
3039,Blanco,82,2,255
3040,Blanco,18,213,255
3041,Blanco,84,71,253
3042,Blanco,191,174,255
3043,Blanco,222,186,255
3044,No blanco,71,115,162
3045,No blanco,183,113,162
3046,Blanco,193,224,255
3047,Blanco,9,36,255
3048,Blanco,27,165,255
3049,No blanco,84,180,162
3050,Blanco,55,179,255
3051,Blanco,28,34,255
3052,No blanco,130,111,162
3053,No blanco,186,154,162
3054,No blanco,100,73,162
3055,Blanco,209,50,255
3056,Blanco,57,208,255
3057,Blanco,81,162,255
3058,Blanco,78,204,255
3059,Blanco,212,82,255
3060,Blanco,67,199,255
3061,Blanco,186,81,255
3062,No blanco,160,102,162
3063,Blanco,37,147,255
3064,No blanco,118,156,162
3065,Blanco,170,20,255
3066,No blanco,148,136,162
3067,No blanco,126,162,162
3068,No blanco,132,94,162
3069,No blanco,136,92,162
3070,Blanco,60,6,255
3071,No blanco,102,146,162
3072,No blanco,154,80,162
3073,Blanco,201,180,255
3074,No blanco,182,83,187
3075,No blanco,123,123,162
3076,Blanco,30,95,255
3077,Blanco,84,163,253
3078,Blanco,192,165,240
3079,No blanco,39,111,189
3080,No blanco,186,69,162
3081,Blanco,88,197,255
3082,No blanco,128,195,162
3083,Blanco,29,209,255
3084,Blanco,4,186,255
3085,No blanco,126,176,162
3086,Blanco,189,177,255
3087,Blanco,136,8,255
3088,Blanco,221,66,255
3089,Blanco,63,162,255
3090,Blanco,72,168,255
3091,Blanco,202,223,255
3092,Blanco,69,197,255
3093,No blanco,95,152,162
3094,No blanco,74,111,162
3095,Blanco,148,175,254
3096,No blanco,88,74,162
3097,Blanco,74,67,255
3098,No blanco,122,129,162
3099,No blanco,120,81,162
3100,No blanco,109,96,162
3101,Blanco,63,155,217
3102,Blanco,188,76,255
3103,Blanco,85,150,253
3104,Blanco,11,161,255
3105,Blanco,35,85,255
3106,Blanco,12,166,255
3107,Blanco,48,81,255
3108,Blanco,70,187,255
3109,Blanco,128,4,255
3110,No blanco,90,135,162
3111,Blanco,142,24,255
3112,Blanco,167,219,255
3113,Blanco,63,79,255
3114,Blanco,211,204,255
3115,Blanco,14,29,255
3116,Blanco,42,108,255
